timestamps,X,Y,Z,Marker0
1749788602.749,-2.617,1.533,-3.402,0
1749788602.749,-2.953,1.189,-3.237,0
1749788602.749,-2.744,1.368,-3.223,0
1749788602.807,-3.051,1.353,-2.983,0
1749788602.807,-3.125,1.667,-3.237,0
1749788602.807,-3.110,2.191,-3.925,0
1749788602.867,-3.297,1.944,-4.329,0
1749788602.867,-2.744,1.705,-4.008,0
1749788602.867,-3.118,1.510,-3.626,0
1749788602.931,-3.686,1.525,-3.537,0
1749788602.931,-3.566,1.465,-3.394,0
1749788602.931,-3.088,1.174,-3.365,0
1749788602.976,-3.193,1.279,-3.200,0
1749788602.976,-2.961,1.533,-3.365,0
1749788602.976,-2.841,1.144,-3.738,0
1749788603.032,-3.290,1.032,-3.895,0
1749788603.032,-3.290,1.032,-3.895,0
1749788603.032,-3.148,0.897,-3.843,0
1749788603.032,-3.215,1.077,-3.761,0
1749788603.093,-2.983,1.166,-4.082,0
1749788603.093,-2.617,1.241,-3.791,0
1749788603.093,-2.983,1.054,-3.514,0
1749788603.138,-2.445,1.084,-3.626,0
1749788603.138,-3.021,1.047,-3.806,0
1749788603.138,-2.871,0.942,-3.454,0
1749788603.202,-2.938,1.211,-3.260,0
1749788603.202,-3.140,1.181,-3.641,0
1749788603.202,-2.408,1.189,-4.120,0
1749788603.257,-2.288,1.211,-4.643,0
1749788603.257,-2.654,1.256,-4.710,0
1749788603.257,-2.729,1.331,-4.748,0
1749788603.306,-2.901,1.578,-4.456,0
1749788603.306,-3.088,1.735,-4.845,0
1749788603.306,-2.901,1.473,-4.471,0
1749788603.362,-3.006,1.069,-4.112,0
1749788603.362,-2.946,0.658,-4.322,0
1749788603.362,-3.140,0.396,-4.351,0
1749788603.424,-2.983,0.800,-4.755,0
1749788603.424,-2.766,1.136,-5.032,0
1749788603.424,-2.729,1.361,-5.391,0
1749788603.485,-3.327,1.510,-5.473,0
1749788603.485,-3.641,1.779,-5.421,0
1749788603.485,-2.946,1.966,-4.980,0
1749788603.530,-2.437,1.525,-4.441,0
1749788603.530,-2.475,1.159,-3.858,0
1749788603.530,-2.662,0.890,-3.260,0
1749788603.587,-2.699,1.211,-2.707,0
1749788603.587,-2.856,0.965,-2.632,0
1749788603.587,-2.991,1.024,-3.178,0
1749788603.648,-2.722,0.755,-3.694,0
1749788603.648,-2.505,0.583,-4.359,0
1749788603.648,-2.415,0.479,-4.695,0
1749788603.710,-2.348,0.217,-4.494,0
1749788603.710,-2.714,0.374,-4.082,0
1749788603.710,-3.492,0.336,-3.529,0
1749788603.770,-3.484,0.703,-2.923,0
1749788603.770,-3.342,0.748,-2.400,0
1749788603.770,-3.215,0.763,-2.452,0
1749788603.815,-3.095,0.673,-2.894,0
1749788603.815,-3.163,1.114,-3.305,0
1749788603.815,-2.796,0.905,-3.140,0
1749788603.874,-3.110,1.092,-3.021,0
1749788603.874,-3.058,1.151,-3.342,0
1749788603.874,-3.394,0.822,-3.252,0
1749788603.932,-3.544,1.084,-2.961,0
1749788603.932,-3.103,0.793,-2.923,0
1749788603.932,-3.051,1.099,-2.774,0
1749788603.992,-3.185,0.882,-2.819,0
1749788603.992,-2.998,1.129,-2.647,0
1749788603.992,-2.744,1.361,-2.161,0
1749788604.054,-2.744,1.346,-2.796,0
1749788604.054,-2.654,1.548,-3.006,0
1749788604.054,-3.223,1.353,-2.819,0
1749788604.099,-2.991,1.368,-2.579,0
1749788604.099,-3.073,1.436,-2.804,0
1749788604.099,-2.737,1.473,-2.916,0
1749788604.158,-2.849,1.436,-2.796,0
1749788604.158,-3.118,1.279,-2.647,0
1749788604.158,-2.916,1.017,-2.617,0
1749788604.219,-2.871,1.159,-2.714,0
