timestamps,X,Y,Z,Marker0
1749427898.759,0.216,-0.035,0.960,0
1749427898.804,0.212,-0.038,0.957,0
1749427898.804,0.218,-0.039,0.959,0
1749427898.804,0.215,-0.035,0.968,0
1749427898.864,0.218,-0.034,0.971,0
1749427898.864,0.218,-0.035,0.972,0
1749427898.864,0.221,-0.026,0.966,0
1749427898.925,0.219,-0.018,0.962,0
1749427898.925,0.216,-0.015,0.961,0
1749427898.925,0.212,-0.025,0.963,0
1749427898.985,0.208,-0.035,0.964,0
1749427898.985,0.209,-0.041,0.964,0
1749427898.985,0.209,-0.047,0.960,0
1749427899.029,0.207,-0.045,0.962,0
1749427899.029,0.204,-0.044,0.964,0
1749427899.029,0.204,-0.050,0.960,0
1749427899.089,0.205,-0.049,0.954,0
1749427899.089,0.207,-0.048,0.958,0
1749427899.089,0.210,-0.042,0.961,0
1749427899.152,0.211,-0.036,0.972,0
1749427899.152,0.209,-0.035,0.973,0
1749427899.152,0.210,-0.029,0.985,0
1749427899.199,0.220,0.010,0.995,0
1749427899.199,0.217,0.025,0.967,0
1749427899.199,0.204,-0.004,0.964,0
1749427899.256,0.197,-0.035,0.962,0
1749427899.256,0.194,-0.042,0.959,0
1749427899.256,0.187,-0.048,0.960,0
1749427899.315,0.190,-0.049,0.956,0
1749427899.315,0.200,-0.055,0.943,0
1749427899.315,0.199,-0.049,0.946,0
1749427899.373,0.207,-0.044,0.951,0
1749427899.373,0.216,-0.041,0.958,0
1749427899.373,0.220,-0.042,0.958,0
1749427899.420,0.215,-0.041,0.956,0
1749427899.420,0.206,-0.046,0.951,0
1749427899.420,0.219,-0.053,0.952,0
1749427899.483,0.217,-0.056,0.949,0
1749427899.483,0.217,-0.054,0.943,0
1749427899.483,0.211,-0.044,0.970,0
1749427899.539,0.221,-0.045,0.956,0
1749427899.539,0.217,-0.051,0.970,0
1749427899.539,0.221,-0.039,0.981,0
1749427899.588,0.226,-0.032,0.993,0
1749427899.588,0.223,-0.020,0.976,0
1749427899.588,0.220,-0.018,0.955,0
